"","response","age","whitecollar","bluecollar","other_job","divorced","married","single","primary","secondary","tertiary","unknown_edu"
"1852","No",33,0,1,0,0,1,0,1,0,0,0
"1853","No",50,0,1,0,0,1,0,0,1,0,0
"1854","No",39,0,1,0,0,0,1,0,1,0,0
"1855","Yes",34,1,0,0,0,0,1,0,0,1,0
"1856","No",41,0,1,0,0,0,1,0,1,0,0
"1858","No",38,0,1,0,0,1,0,0,1,0,0
"1859","No",34,0,1,0,0,1,0,0,1,0,0
"1860","No",32,0,1,0,0,1,0,0,1,0,0
"1861","No",48,1,0,0,0,1,0,0,1,0,0
"1862","No",28,0,1,0,0,0,1,0,1,0,0
"1865","No",32,1,0,0,0,1,0,0,1,0,0
"1866","No",38,1,0,0,0,1,0,0,0,1,0
"1868","No",47,0,1,0,0,1,0,0,1,0,0
"1870","No",44,1,0,0,0,1,0,0,0,1,0
"1873","Yes",34,1,0,0,0,1,0,0,1,0,0
"1874","No",53,0,1,0,0,1,0,1,0,0,0
"1875","No",42,0,1,0,0,1,0,0,0,0,1
"1877","Yes",26,0,1,0,0,0,1,1,0,0,0
"1878","No",40,0,1,0,0,1,0,0,1,0,0
"1879","No",34,0,1,0,0,0,1,0,1,0,0
"1880","No",34,0,1,0,0,1,0,0,1,0,0
"1881","No",40,1,0,0,0,1,0,0,0,1,0
"1882","No",36,1,0,0,0,1,0,0,0,1,0
"1884","No",32,0,1,0,0,0,1,0,1,0,0
"1886","No",36,0,1,0,0,1,0,0,0,1,0
"1888","No",33,1,0,0,0,1,0,0,0,0,1
"1889","No",34,0,1,0,0,0,1,0,1,0,0
"1890","Yes",42,1,0,0,0,1,0,0,0,1,0
"1891","No",46,0,1,0,0,1,0,0,1,0,0
"1892","No",32,1,0,0,0,0,1,0,0,1,0
"1893","No",27,0,1,0,0,1,0,0,1,0,0
"1894","No",35,0,1,0,1,0,0,0,1,0,0
"1895","No",53,0,1,0,0,1,0,0,0,0,1
"1896","No",29,0,1,0,0,0,1,0,1,0,0
"1897","No",35,1,0,0,0,0,1,0,0,1,0
"1898","No",49,1,0,0,0,1,0,0,0,1,0
"1899","No",58,1,0,0,0,1,0,0,0,1,0
"1900","Yes",40,1,0,0,0,0,1,0,0,1,0
"1901","No",19,0,0,1,0,0,1,0,0,0,1
"1902","No",30,0,0,1,0,0,1,0,0,1,0
"1903","No",34,0,1,0,0,0,1,0,1,0,0
"1904","No",60,0,0,1,0,1,0,0,1,0,0
"1907","No",49,0,1,0,1,0,0,1,0,0,0
"1908","No",59,1,0,0,1,0,0,0,0,1,0
"1909","No",44,0,1,0,0,0,1,0,1,0,0
"1910","No",33,0,1,0,0,1,0,0,0,1,0
"1912","No",26,0,1,0,0,1,0,0,1,0,0
"1914","Yes",48,0,0,1,0,1,0,1,0,0,0
"1915","Yes",30,0,1,0,0,0,1,0,0,1,0
"1917","No",51,1,0,0,0,1,0,0,0,1,0
"1918","Yes",53,0,0,1,0,1,0,1,0,0,0
"1919","No",43,0,1,0,0,1,0,0,1,0,0
"1920","No",34,1,0,0,0,1,0,0,0,1,0
"1921","No",40,1,0,0,0,1,0,0,0,1,0
"1922","No",43,0,1,0,0,1,0,0,1,0,0
"1923","No",33,1,0,0,0,0,1,0,1,0,0
"1924","No",66,0,0,1,0,1,0,0,1,0,0
"1925","No",44,0,1,0,1,0,0,0,1,0,0
"1926","No",33,0,1,0,0,1,0,0,1,0,0
"1927","No",31,0,1,0,0,0,1,0,1,0,0
"1928","Yes",71,0,0,1,0,1,0,1,0,0,0
"1930","No",46,0,0,1,0,0,1,0,0,1,0
"1931","No",32,0,1,0,0,1,0,0,1,0,0
"1932","No",45,0,1,0,0,1,0,0,1,0,0
"1933","No",32,1,0,0,0,1,0,0,1,0,0
"1935","Yes",27,0,1,0,0,0,1,0,1,0,0
"1936","No",46,1,0,0,0,1,0,0,1,0,0
"1937","No",37,1,0,0,0,0,1,0,0,1,0
"1938","No",30,0,0,1,0,0,1,0,1,0,0
"1939","No",44,1,0,0,1,0,0,0,1,0,0
"1940","No",45,0,1,0,0,1,0,0,1,0,0
"1941","Yes",27,0,0,1,0,0,1,0,1,0,0
"1942","No",57,0,0,1,0,1,0,1,0,0,0
"1943","No",66,1,0,0,0,1,0,0,0,1,0
"1944","No",40,1,0,0,1,0,0,0,1,0,0
"1945","No",48,0,1,0,0,1,0,0,1,0,0
"1946","No",33,0,1,0,0,0,1,0,1,0,0
"1947","Yes",42,0,1,0,1,0,0,0,1,0,0
"1948","No",47,0,0,1,0,1,0,0,1,0,0
"1949","No",27,0,1,0,0,0,1,0,0,1,0
"1950","No",78,0,0,1,0,1,0,0,0,1,0
"1951","No",50,0,1,0,0,1,0,1,0,0,0
"1955","No",49,0,0,1,0,1,0,1,0,0,0
"1956","No",46,1,0,0,1,0,0,0,0,1,0
"1958","No",30,0,1,0,0,0,1,0,0,1,0
"1959","No",43,1,0,0,0,0,1,0,1,0,0
"1960","No",44,0,1,0,0,1,0,0,1,0,0
"1961","No",40,0,1,0,0,1,0,1,0,0,0
"1962","No",38,0,1,0,0,1,0,1,0,0,0
"1963","Yes",25,0,0,1,0,0,1,0,0,1,0
"1964","No",49,1,0,0,0,1,0,0,0,1,0
"1965","No",33,0,1,0,0,1,0,1,0,0,0
"1966","No",40,1,0,0,0,0,1,0,0,1,0
"1967","No",44,0,1,0,0,1,0,1,0,0,0
"1968","No",32,0,1,0,0,1,0,0,1,0,0
"1969","No",52,1,0,0,0,1,0,0,0,1,0
"1970","No",35,1,0,0,0,1,0,0,0,1,0
"1972","No",32,1,0,0,0,1,0,0,1,0,0
"1973","No",42,0,1,0,0,1,0,0,1,0,0
"1974","No",59,0,1,0,0,1,0,0,0,0,1
"1975","Yes",44,0,1,0,0,0,1,0,1,0,0
"1976","No",50,1,0,0,1,0,0,0,1,0,0
"1977","No",27,0,1,0,0,0,1,0,1,0,0
"1978","No",55,1,0,0,1,0,0,0,0,1,0
"1980","No",31,0,0,1,0,0,1,0,1,0,0
"1982","No",51,1,0,0,0,1,0,0,0,1,0
"1983","No",61,0,1,0,0,1,0,1,0,0,0
"1985","No",56,0,1,0,0,1,0,1,0,0,0
"1986","No",29,0,0,1,0,0,1,0,0,0,1
"1987","No",34,1,0,0,0,0,1,0,0,1,0
"1988","No",35,0,1,0,0,0,1,0,1,0,0
"1989","No",56,1,0,0,1,0,0,0,1,0,0
"1991","No",31,1,0,0,0,0,1,0,1,0,0
"1992","Yes",37,1,0,0,1,0,0,0,0,1,0
"1993","No",43,1,0,0,0,1,0,0,1,0,0
"1994","No",40,1,0,0,0,1,0,0,0,0,1
"1995","Yes",44,1,0,0,0,1,0,1,0,0,0
"1996","No",38,1,0,0,0,0,1,0,1,0,0
"1997","No",58,1,0,0,1,0,0,0,0,1,0
"1998","No",24,0,1,0,0,0,1,0,1,0,0
"1999","No",53,0,1,0,0,1,0,0,1,0,0
"2000","No",36,0,1,0,0,1,0,0,1,0,0
"2002","No",45,0,1,0,0,1,0,1,0,0,0
"2004","No",46,1,0,0,0,1,0,0,1,0,0
"2007","No",51,0,1,0,0,1,0,1,0,0,0
"2008","No",30,0,1,0,0,0,1,0,1,0,0
"2009","No",39,0,1,0,0,1,0,0,1,0,0
"2010","No",28,0,1,0,0,1,0,1,0,0,0
"2011","No",31,1,0,0,0,0,1,0,0,1,0
"2012","No",31,0,1,0,0,1,0,1,0,0,0
"2013","No",38,1,0,0,0,1,0,0,0,1,0
"2015","Yes",74,0,0,1,1,0,0,0,1,0,0
"2017","No",43,0,1,0,0,1,0,0,1,0,0
"2018","Yes",34,0,1,0,0,0,1,0,0,1,0
"2019","No",54,1,0,0,1,0,0,0,0,1,0
"2021","No",33,0,1,0,0,1,0,0,1,0,0
"2022","No",41,0,1,0,0,1,0,0,0,1,0
"2023","No",33,1,0,0,0,0,1,0,0,1,0
"2024","No",48,1,0,0,0,1,0,0,1,0,0
"2025","No",42,1,0,0,1,0,0,0,0,1,0
"2026","No",35,1,0,0,0,0,1,0,0,1,0
"2027","No",25,1,0,0,0,1,0,0,1,0,0
"2028","No",38,0,1,0,0,0,1,1,0,0,0
"2029","No",45,1,0,0,0,1,0,0,1,0,0
"2030","No",59,1,0,0,1,0,0,0,0,1,0
"2031","No",47,1,0,0,0,1,0,0,0,0,1
"2032","No",33,1,0,0,0,1,0,0,0,1,0
"2034","Yes",41,0,1,0,1,0,0,1,0,0,0
"2035","No",42,0,1,0,0,1,0,0,1,0,0
"2036","No",51,0,1,0,1,0,0,0,0,1,0
"2037","No",45,1,0,0,0,1,0,0,0,1,0
"2039","No",33,0,1,0,0,0,1,0,1,0,0
"2040","No",43,1,0,0,0,1,0,0,0,1,0
"2041","No",37,0,1,0,0,1,0,0,1,0,0
"2042","No",73,0,0,1,0,1,0,1,0,0,0
"2043","No",43,0,1,0,0,1,0,0,1,0,0
"2044","No",52,0,0,1,0,1,0,1,0,0,0
"2045","No",44,1,0,0,0,1,0,0,0,1,0
"2046","No",56,1,0,0,0,1,0,0,0,1,0
"2047","No",21,0,1,0,0,0,1,0,1,0,0
"2048","No",43,0,0,1,0,1,0,0,0,1,0
"2049","No",54,1,0,0,0,1,0,1,0,0,0
"2052","Yes",31,1,0,0,0,0,1,0,1,0,0
"2053","No",53,1,0,0,0,1,0,0,1,0,0
"2054","No",24,0,1,0,0,0,1,0,1,0,0
"2055","No",57,0,0,1,0,1,0,0,1,0,0
"2057","No",57,0,1,0,0,1,0,0,1,0,0
"2058","No",51,0,1,0,0,1,0,0,1,0,0
"2059","No",50,1,0,0,1,0,0,0,0,1,0
"2060","No",34,0,1,0,0,1,0,0,1,0,0
"2061","No",43,0,1,0,0,1,0,1,0,0,0
"2062","No",31,0,1,0,0,1,0,0,1,0,0
"2064","No",39,0,1,0,0,1,0,1,0,0,0
"2065","No",36,1,0,0,0,0,1,0,0,1,0
"2066","No",38,0,0,1,0,0,1,0,0,1,0
"2067","No",56,1,0,0,1,0,0,0,0,1,0
"2072","No",37,0,1,0,0,1,0,0,1,0,0
"2073","No",44,1,0,0,0,0,1,0,0,1,0
"2074","Yes",33,0,1,0,0,0,1,0,1,0,0
"2075","No",53,0,1,0,0,1,0,0,1,0,0
"2077","No",46,0,1,0,0,1,0,0,1,0,0
"2078","Yes",30,1,0,0,0,0,1,0,0,1,0
"2079","No",31,1,0,0,0,0,1,0,1,0,0
"2080","No",38,1,0,0,1,0,0,0,0,1,0
"2081","No",34,0,1,0,1,0,0,0,1,0,0
"2082","No",48,0,0,1,0,1,0,0,0,0,1
"2083","No",46,0,1,0,1,0,0,1,0,0,0
"2084","No",42,1,0,0,0,1,0,0,1,0,0
"2085","No",41,0,1,0,0,1,0,0,1,0,0
"2086","No",33,0,1,0,0,1,0,0,1,0,0
"2087","No",39,0,1,0,0,1,0,1,0,0,0
"2088","No",27,0,0,1,0,0,1,0,1,0,0
"2090","Yes",38,1,0,0,0,0,1,0,0,1,0
"2091","No",48,0,1,0,0,1,0,0,1,0,0
"2092","No",54,0,1,0,0,1,0,0,1,0,0
"2093","No",51,0,1,0,0,1,0,0,1,0,0
"2094","No",47,0,1,0,0,1,0,0,1,0,0
"2095","No",53,0,1,0,0,1,0,0,1,0,0
"2096","No",35,0,1,0,0,1,0,1,0,0,0
"2098","No",52,1,0,0,1,0,0,0,0,1,0
"2099","No",57,0,0,1,0,1,0,0,1,0,0
"2100","No",52,1,0,0,0,1,0,0,0,1,0
"2101","No",35,1,0,0,0,0,1,0,0,1,0
"2102","No",48,0,1,0,0,1,0,0,1,0,0
"2103","No",46,1,0,0,0,1,0,0,0,1,0
"2106","No",34,1,0,0,0,1,0,0,1,0,0
"2107","No",47,1,0,0,0,1,0,1,0,0,0
"2108","No",35,1,0,0,1,0,0,0,0,1,0
"2109","No",46,0,1,0,1,0,0,1,0,0,0
"2110","No",27,1,0,0,0,0,1,0,1,0,0
"2111","No",31,0,1,0,0,1,0,0,1,0,0
"2112","No",31,1,0,0,0,0,1,0,0,1,0
"2113","No",46,1,0,0,0,1,0,0,1,0,0
"2114","No",31,1,0,0,0,1,0,0,1,0,0
"2115","Yes",33,1,0,0,0,1,0,0,0,1,0
"2116","No",42,0,0,1,0,1,0,1,0,0,0
"2117","No",33,1,0,0,0,0,1,1,0,0,0
"2118","No",40,0,0,1,0,1,0,1,0,0,0
"2119","No",51,0,1,0,0,1,0,1,0,0,0
"2120","No",31,0,0,1,0,1,0,0,0,1,0
"2121","Yes",62,0,0,1,1,0,0,0,0,1,0
"2125","No",43,1,0,0,0,1,0,0,0,1,0
"2126","No",52,0,1,0,0,1,0,0,1,0,0
"2127","No",54,0,1,0,0,1,0,1,0,0,0
"2128","No",32,0,1,0,1,0,0,0,0,1,0
"2129","No",38,0,1,0,0,1,0,1,0,0,0
"2130","Yes",41,1,0,0,0,1,0,1,0,0,0
"2131","No",31,0,1,0,0,0,1,1,0,0,0
"2133","No",26,1,0,0,0,1,0,0,1,0,0
"2134","No",52,0,1,0,0,1,0,0,0,1,0
"2135","No",58,0,0,1,0,1,0,0,1,0,0
"2136","No",57,0,0,1,0,1,0,0,0,1,0
"2137","No",34,1,0,0,0,1,0,0,0,1,0
"2138","No",59,0,1,0,0,1,0,1,0,0,0
"2139","No",27,0,1,0,0,0,1,0,1,0,0
"2140","No",42,1,0,0,0,1,0,0,0,1,0
"2141","Yes",47,0,0,1,0,0,1,0,0,1,0
"2142","No",33,0,1,0,0,1,0,0,1,0,0
"2143","No",31,0,1,0,0,0,1,0,1,0,0
"2145","No",29,0,1,0,0,1,0,0,1,0,0
"2146","No",38,0,0,1,0,1,0,1,0,0,0
"2147","No",35,1,0,0,0,1,0,0,1,0,0
"2148","No",31,0,1,0,0,0,1,0,1,0,0
"2149","Yes",62,1,0,0,0,1,0,0,0,1,0
"2150","No",32,0,1,0,0,0,1,0,0,1,0
"2151","No",31,0,1,0,0,1,0,0,1,0,0
"2153","No",29,0,1,0,0,0,1,0,1,0,0
"2154","No",43,0,1,0,0,1,0,1,0,0,0
"2155","No",36,0,1,0,0,1,0,0,1,0,0
"2156","No",34,1,0,0,0,1,0,1,0,0,0
"2157","No",29,0,1,0,0,1,0,0,1,0,0
"2158","No",57,0,0,1,0,1,0,0,1,0,0
"2159","No",43,1,0,0,0,1,0,0,0,1,0
"2161","No",60,1,0,0,0,1,0,0,0,1,0
"2162","No",51,0,1,0,0,1,0,1,0,0,0
"2163","No",40,1,0,0,0,0,1,0,1,0,0
"2164","No",51,0,1,0,0,1,0,0,1,0,0
"2165","No",38,0,1,0,0,1,0,0,1,0,0
"2166","No",35,0,1,0,0,1,0,0,1,0,0
"2168","No",45,0,1,0,0,1,0,1,0,0,0
"2169","Yes",40,0,1,0,0,1,0,0,1,0,0
"2170","No",29,1,0,0,0,0,1,0,1,0,0
"2171","No",52,1,0,0,1,0,0,0,0,1,0
"2172","No",26,0,1,0,0,1,0,0,1,0,0
"2173","No",31,0,1,0,0,0,1,1,0,0,0
"2174","No",55,0,1,0,0,1,0,0,0,0,1
"2175","No",35,0,1,0,0,1,0,0,1,0,0
"2176","No",56,1,0,0,1,0,0,0,0,1,0
"2178","No",27,0,0,1,0,0,1,0,1,0,0
"2179","No",30,0,1,0,0,1,0,0,1,0,0
"2180","No",51,0,1,0,0,1,0,0,0,1,0
"2181","No",33,1,0,0,0,1,0,0,1,0,0
"2183","Yes",43,1,0,0,0,1,0,0,1,0,0
"2184","No",46,0,1,0,0,1,0,1,0,0,0
"2185","No",32,1,0,0,0,1,0,0,0,1,0
"2187","No",39,0,1,0,0,1,0,0,1,0,0
"2188","No",51,0,1,0,0,1,0,1,0,0,0
"2190","No",43,0,1,0,0,1,0,1,0,0,0
"2191","No",36,0,1,0,0,1,0,0,0,1,0
"2192","No",48,1,0,0,0,1,0,0,0,1,0
"2193","No",26,1,0,0,0,0,1,0,1,0,0
"2194","No",39,1,0,0,0,0,1,0,0,0,1
"2195","No",47,1,0,0,0,1,0,0,0,1,0
"2196","Yes",23,1,0,0,0,0,1,1,0,0,0
"2198","No",38,1,0,0,0,1,0,0,1,0,0
"2199","No",33,0,1,0,0,1,0,0,1,0,0
"2200","No",35,1,0,0,1,0,0,0,1,0,0
"2201","No",52,0,1,0,0,1,0,0,1,0,0
"2202","No",25,0,1,0,0,0,1,0,0,1,0
"2203","Yes",29,1,0,0,0,1,0,0,0,1,0
"2204","No",35,0,1,0,0,0,1,0,0,1,0
"2205","No",49,0,1,0,0,1,0,0,1,0,0
"2206","No",41,1,0,0,1,0,0,0,1,0,0
"2207","No",32,1,0,0,0,1,0,0,0,1,0
"2208","No",29,1,0,0,0,0,1,0,1,0,0
"2209","No",28,0,1,0,0,1,0,0,1,0,0
"2210","No",59,0,0,1,0,1,0,0,1,0,0
"2211","No",34,1,0,0,0,1,0,0,0,1,0
"2212","No",55,1,0,0,1,0,0,0,0,1,0
"2215","No",42,0,1,0,1,0,0,0,1,0,0
"2217","No",34,1,0,0,0,1,0,0,1,0,0
"2218","No",51,1,0,0,0,1,0,0,0,1,0
"2219","No",58,0,1,0,0,1,0,1,0,0,0
"2220","Yes",44,0,1,0,0,1,0,0,1,0,0
"2222","No",34,1,0,0,0,1,0,0,0,1,0
"2223","No",34,1,0,0,0,1,0,0,1,0,0
"2224","No",42,0,1,0,1,0,0,0,1,0,0
"2225","No",46,1,0,0,0,0,1,0,0,1,0
"2226","No",31,1,0,0,0,0,1,0,0,1,0
"2227","No",39,1,0,0,0,1,0,0,0,1,0
"2228","No",34,1,0,0,0,0,1,0,0,1,0
"2229","No",47,0,1,0,0,1,0,0,1,0,0
"2230","No",42,0,1,0,1,0,0,0,1,0,0
"2231","No",48,0,1,0,0,0,1,0,1,0,0
"2232","No",30,1,0,0,0,0,1,0,0,1,0
"2233","No",38,0,1,0,0,1,0,0,1,0,0
"2234","Yes",24,0,1,0,0,1,0,0,1,0,0
"2235","No",34,0,1,0,0,1,0,0,1,0,0
"2237","No",32,1,0,0,1,0,0,0,1,0,0
"2238","No",46,0,1,0,0,1,0,0,1,0,0
"2239","No",26,1,0,0,0,1,0,0,0,1,0
"2240","No",42,0,1,0,0,1,0,0,1,0,0
"2241","No",50,0,1,0,0,1,0,0,1,0,0
"2242","No",41,0,1,0,0,1,0,1,0,0,0
"2244","No",32,0,1,0,0,1,0,0,1,0,0
"2245","No",58,0,0,1,0,0,1,0,0,1,0
"2246","No",45,0,1,0,0,1,0,0,1,0,0
"2247","No",28,1,0,0,0,0,1,0,1,0,0
"2248","No",35,0,1,0,0,1,0,0,1,0,0
"2249","No",39,0,1,0,0,1,0,0,1,0,0
"2251","No",50,1,0,0,0,1,0,0,0,1,0
"2253","No",45,0,1,0,0,1,0,1,0,0,0
"2254","No",30,0,0,1,0,0,1,0,1,0,0
"2255","No",48,0,0,1,0,1,0,0,0,1,0
"2257","No",41,1,0,0,0,0,1,0,1,0,0
"2258","No",55,0,1,0,0,1,0,0,1,0,0
"2259","No",70,0,0,1,0,1,0,1,0,0,0
"2260","Yes",41,1,0,0,0,1,0,0,0,1,0
"2261","No",47,0,1,0,1,0,0,0,1,0,0
"2262","No",34,0,1,0,0,0,1,0,1,0,0
"2263","No",33,1,0,0,0,0,1,0,0,1,0
"2265","No",51,1,0,0,0,1,0,0,0,1,0
"2266","No",45,1,0,0,0,1,0,0,0,1,0
"2268","No",30,0,1,0,0,0,1,1,0,0,0
"2269","No",33,1,0,0,0,0,1,0,1,0,0
"2270","No",27,0,1,0,0,0,1,0,1,0,0
"2271","No",59,0,0,1,0,1,0,0,1,0,0
"2273","No",47,0,1,0,1,0,0,0,0,1,0
"2274","No",44,0,1,0,0,1,0,1,0,0,0
"2275","Yes",35,1,0,0,0,0,1,0,1,0,0
"2276","No",45,1,0,0,0,1,0,0,0,1,0
"2277","No",42,0,1,0,0,1,0,1,0,0,0
"2279","No",34,0,1,0,0,0,1,0,1,0,0
"2280","No",35,0,1,0,0,1,0,0,1,0,0
"2281","No",29,1,0,0,0,0,1,0,1,0,0
"2282","No",58,0,0,1,0,1,0,0,1,0,0
"2283","No",44,0,1,0,0,0,1,1,0,0,0
"2284","No",45,1,0,0,0,1,0,0,0,1,0
"2285","No",43,0,1,0,0,1,0,0,1,0,0
"2286","No",44,0,1,0,0,1,0,0,1,0,0
"2287","No",30,0,1,0,0,0,1,0,1,0,0
"2288","No",38,0,0,1,0,1,0,0,0,1,0
"2289","No",50,0,1,0,0,1,0,0,1,0,0
"2290","No",21,0,0,1,0,0,1,0,1,0,0
"2291","No",38,1,0,0,0,1,0,0,0,1,0
"2292","No",42,1,0,0,0,1,0,0,1,0,0
"2293","No",45,0,1,0,0,0,1,0,0,1,0
"2296","No",34,0,1,0,0,1,0,0,1,0,0
"2297","Yes",32,0,1,0,0,1,0,0,1,0,0
"2298","No",35,0,1,0,0,1,0,0,0,1,0
"2299","No",39,1,0,0,0,1,0,0,0,1,0
"2300","No",36,1,0,0,0,1,0,0,0,1,0
"2301","No",35,0,1,0,0,1,0,0,1,0,0
"2302","No",57,0,1,0,1,0,0,0,1,0,0
"2304","No",43,1,0,0,0,1,0,0,0,0,1
"2305","No",57,1,0,0,0,1,0,0,1,0,0
"2306","No",34,0,1,0,1,0,0,0,1,0,0
"2308","No",47,1,0,0,1,0,0,0,0,1,0
"2309","No",36,1,0,0,1,0,0,0,0,1,0
"2310","No",33,1,0,0,0,1,0,0,0,1,0
"2311","No",57,1,0,0,0,1,0,0,0,1,0
"2312","No",57,1,0,0,0,1,0,0,0,1,0
"2313","No",34,1,0,0,0,1,0,0,1,0,0
"2314","No",51,0,0,1,1,0,0,0,0,1,0
"2315","No",54,0,1,0,1,0,0,1,0,0,0
"2316","No",52,1,0,0,0,0,1,0,0,1,0
"2317","No",43,1,0,0,0,1,0,0,0,1,0
"2318","No",58,0,0,1,0,0,1,1,0,0,0
"2320","No",44,1,0,0,0,1,0,0,1,0,0
"2321","No",29,1,0,0,0,0,1,0,0,1,0
"2322","Yes",27,0,1,0,0,0,1,0,1,0,0
"2323","No",35,0,1,0,0,1,0,1,0,0,0
"2324","No",40,1,0,0,0,1,0,0,1,0,0
"2325","No",34,0,1,0,0,1,0,0,1,0,0
"2327","No",32,0,1,0,0,1,0,0,1,0,0
"2328","No",41,1,0,0,0,1,0,0,1,0,0
"2329","No",25,0,1,0,0,0,1,0,1,0,0
"2330","No",38,0,1,0,1,0,0,0,1,0,0
"2331","No",26,0,1,0,0,0,1,0,1,0,0
"2332","No",37,0,1,0,0,0,1,0,0,1,0
"2334","No",36,0,1,0,0,1,0,0,1,0,0
"2335","No",33,1,0,0,0,1,0,0,1,0,0
"2337","No",35,1,0,0,0,1,0,0,0,1,0
"2338","No",24,0,1,0,0,1,0,0,0,1,0
"2339","No",29,0,0,1,0,1,0,0,1,0,0
"2340","No",54,0,1,0,0,1,0,0,1,0,0
"2341","No",27,1,0,0,0,1,0,0,1,0,0
"2342","No",34,1,0,0,0,1,0,0,1,0,0
"2343","No",39,0,1,0,0,1,0,1,0,0,0
"2344","No",38,1,0,0,0,1,0,0,0,1,0
"2345","No",37,1,0,0,0,1,0,0,0,1,0
"2347","No",36,1,0,0,0,1,0,0,0,1,0
"2348","No",35,1,0,0,0,0,1,0,0,1,0
"2349","No",30,1,0,0,0,0,1,0,0,1,0
"2350","No",25,0,1,0,0,0,1,0,1,0,0
"2351","No",34,0,1,0,0,1,0,0,1,0,0
"2352","No",52,0,0,1,0,1,0,0,0,0,1
"2353","No",39,1,0,0,0,1,0,0,1,0,0
"2354","No",34,1,0,0,0,1,0,0,1,0,0
"2355","No",34,1,0,0,0,0,1,0,1,0,0
"2356","No",30,0,1,0,0,1,0,0,1,0,0
"2357","No",33,0,1,0,0,1,0,0,1,0,0
"2358","No",30,0,0,1,0,0,1,0,1,0,0
"2359","No",51,0,1,0,0,1,0,1,0,0,0
"2361","No",48,0,1,0,0,1,0,1,0,0,0
"2362","No",37,0,1,0,1,0,0,0,1,0,0
"2363","No",58,1,0,0,0,1,0,0,1,0,0
"2364","No",56,1,0,0,1,0,0,0,0,1,0
"2365","No",34,0,1,0,0,1,0,0,1,0,0
"2367","No",26,0,1,0,0,0,1,0,1,0,0
"2368","No",40,1,0,0,0,0,1,0,0,0,1
"2369","No",35,0,1,0,0,1,0,0,1,0,0
"2370","No",45,1,0,0,0,1,0,0,1,0,0
"2371","Yes",37,0,1,0,0,0,1,0,1,0,0
"2372","No",35,1,0,0,1,0,0,0,0,1,0
"2374","No",28,0,1,0,0,1,0,0,1,0,0
"2375","No",32,0,1,0,1,0,0,0,1,0,0
"2376","Yes",26,0,0,1,0,0,1,0,1,0,0
"2377","Yes",35,0,1,0,0,1,0,0,1,0,0
"2378","No",35,0,1,0,0,0,1,0,1,0,0
"2379","No",39,0,1,0,0,1,0,0,1,0,0
"2382","No",30,0,0,1,0,1,0,0,1,0,0
"2383","No",26,1,0,0,0,0,1,0,0,1,0
"2384","No",30,0,0,1,0,0,1,0,1,0,0
"2385","No",32,1,0,0,0,1,0,0,0,1,0
"2386","No",47,0,1,0,0,1,0,0,1,0,0
"2387","No",33,0,1,0,0,1,0,0,0,1,0
"2388","No",57,0,1,0,0,1,0,1,0,0,0
"2389","No",35,1,0,0,0,1,0,0,1,0,0
"2390","No",53,0,1,0,0,1,0,0,0,1,0
"2391","No",24,0,0,1,0,0,1,0,1,0,0
"2392","No",54,1,0,0,1,0,0,0,0,1,0
"2393","No",31,1,0,0,0,1,0,0,0,1,0
"2394","No",41,1,0,0,0,1,0,0,1,0,0
"2395","No",44,0,0,1,0,1,0,0,1,0,0
"2396","No",35,0,1,0,0,0,1,0,1,0,0
"2398","No",43,0,1,0,0,0,1,1,0,0,0
"2399","No",51,1,0,0,0,1,0,0,1,0,0
"2400","No",60,0,0,1,0,1,0,0,1,0,0
"2401","No",43,1,0,0,0,1,0,0,1,0,0
"2402","No",31,1,0,0,0,1,0,0,0,1,0
"2403","No",56,1,0,0,0,1,0,1,0,0,0
"2404","No",42,0,1,0,0,1,0,0,1,0,0
"2405","No",52,1,0,0,0,1,0,1,0,0,0
"2407","No",36,0,1,0,0,1,0,0,1,0,0
"2408","No",40,0,1,0,0,1,0,1,0,0,0
"2409","No",46,0,1,0,0,1,0,0,1,0,0
"2410","No",32,1,0,0,0,0,1,0,1,0,0
"2411","No",31,0,0,1,0,0,1,0,0,1,0
"2412","No",41,0,1,0,1,0,0,0,1,0,0
"2413","No",58,0,0,1,0,1,0,1,0,0,0
"2414","No",36,0,1,0,0,1,0,0,1,0,0
"2415","No",52,0,1,0,0,1,0,0,1,0,0
"2416","No",42,1,0,0,0,1,0,0,0,1,0
"2417","No",32,1,0,0,0,0,1,0,0,1,0
"2418","No",62,1,0,0,0,1,0,0,0,1,0
"2419","No",31,0,1,0,0,0,1,0,0,1,0
"2420","Yes",41,0,1,0,0,0,1,0,1,0,0
"2421","No",34,1,0,0,0,1,0,0,0,1,0
"2422","Yes",44,1,0,0,0,0,1,0,0,1,0
"2423","No",42,0,1,0,0,1,0,1,0,0,0
"2424","No",37,1,0,0,0,0,1,0,1,0,0
"2425","No",47,1,0,0,0,1,0,0,0,1,0
"2426","No",32,0,0,1,0,1,0,0,1,0,0
"2427","No",46,0,1,0,0,1,0,0,1,0,0
"2428","No",39,0,1,0,0,0,1,0,0,1,0
"2429","No",28,0,1,0,0,0,1,0,1,0,0
"2433","No",33,0,1,0,1,0,0,0,0,1,0
"2435","No",35,1,0,0,0,0,1,0,1,0,0
"2436","No",40,1,0,0,0,1,0,0,0,1,0
"2438","No",37,1,0,0,0,0,1,0,1,0,0
"2440","No",28,0,1,0,0,1,0,0,1,0,0
"2441","No",49,0,1,0,1,0,0,0,0,1,0
"2442","No",36,1,0,0,0,1,0,0,1,0,0
"2443","No",45,0,1,0,0,1,0,0,1,0,0
