"","y","age","jobtype","marital","education","default","balance","housing","loan"
"3349","No",31,"Blue Collar","Single","Secondary","No",1882,"No","No"
"3350","No",26,"White Collar","Married","Tertiary","No",265,"No","No"
"3352","No",49,"White Collar","Married","Secondary","No",0,"Yes","Yes"
"3353","No",54,"White Collar","Married","Tertiary","No",384,"Yes","No"
"3354","No",47,"White Collar","Divorced","Tertiary","No",94,"Yes","No"
"3355","No",61,"White Collar","Married","Secondary","No",1471,"No","No"
"3356","No",49,"Blue Collar","Married","Primary","No",937,"Yes","No"
"3357","No",51,"Blue Collar","Married","Secondary","No",500,"Yes","No"
"3358","No",53,"Blue Collar","Married","Primary","No",25,"Yes","No"
"3359","No",35,"White Collar","Married","Tertiary","No",365,"No","No"
"3360","No",25,"Other/Unknown","Single","Secondary","No",34,"No","Yes"
"3361","Yes",79,"Other/Unknown","Married","Primary","No",429,"No","No"
"3362","No",53,"Blue Collar","Married","Primary","No",6839,"Yes","No"
"3363","No",21,"Other/Unknown","Single","Secondary","No",6,"No","No"
"3364","No",33,"Blue Collar","Married","Secondary","No",467,"Yes","No"
"3365","No",40,"White Collar","Divorced","Secondary","No",1876,"No","Yes"
"3367","No",52,"Other/Unknown","Married","Primary","No",247,"No","No"
"3368","Yes",27,"White Collar","Married","Secondary","No",897,"No","No"
"3370","No",51,"White Collar","Divorced","Secondary","No",1291,"Yes","No"
"3373","No",32,"White Collar","Single","Tertiary","No",1160,"Yes","Yes"
"3374","No",28,"White Collar","Single","Tertiary","No",14,"No","No"
"3376","No",50,"Blue Collar","Married","Unknown","No",452,"No","No"
"3377","No",42,"Blue Collar","Single","Secondary","No",382,"Yes","No"
"3379","No",34,"Other/Unknown","Married","Secondary","No",0,"Yes","No"
"3382","No",34,"White Collar","Married","Secondary","No",645,"Yes","No"
"3384","No",37,"Blue Collar","Married","Secondary","No",103,"Yes","No"
"3385","No",35,"White Collar","Single","Secondary","No",847,"Yes","No"
"3387","No",32,"Blue Collar","Married","Secondary","No",517,"Yes","No"
"3388","No",52,"Blue Collar","Single","Tertiary","No",1308,"Yes","No"
"3389","No",49,"Blue Collar","Married","Secondary","No",66,"Yes","Yes"
"3390","No",46,"White Collar","Divorced","Secondary","No",361,"Yes","No"
"3391","No",42,"White Collar","Married","Primary","Yes",66,"Yes","Yes"
"3392","No",36,"Blue Collar","Married","Unknown","No",70,"Yes","No"
"3393","No",32,"Blue Collar","Married","Secondary","No",180,"Yes","No"
"3394","No",49,"Blue Collar","Married","Tertiary","No",279,"Yes","No"
"3396","No",40,"White Collar","Married","Secondary","No",1416,"Yes","No"
"3397","No",36,"White Collar","Married","Secondary","No",465,"Yes","No"
"3398","No",36,"White Collar","Married","Secondary","No",998,"Yes","No"
"3399","No",34,"Blue Collar","Married","Secondary","No",550,"No","Yes"
"3400","No",46,"White Collar","Married","Tertiary","No",1285,"Yes","No"
"3401","No",32,"Blue Collar","Married","Tertiary","No",4908,"No","Yes"
"3402","No",32,"Other/Unknown","Single","Tertiary","No",336,"Yes","No"
"3403","No",32,"White Collar","Single","Tertiary","No",131,"No","No"
"3404","No",43,"White Collar","Married","Tertiary","No",348,"No","Yes"
"3405","No",25,"White Collar","Single","Tertiary","No",453,"Yes","No"
"3406","No",55,"White Collar","Married","Secondary","No",1102,"Yes","No"
"3407","No",24,"White Collar","Single","Secondary","No",926,"Yes","Yes"
"3410","No",48,"Blue Collar","Single","Primary","No",316,"No","No"
"3411","No",36,"White Collar","Married","Tertiary","No",9324,"Yes","No"
"3412","No",57,"White Collar","Married","Tertiary","No",0,"No","No"
"3414","Yes",33,"White Collar","Single","Tertiary","No",61,"No","No"
"3415","No",38,"Blue Collar","Single","Secondary","No",173,"No","No"
"3416","No",26,"Blue Collar","Single","Secondary","Yes",-162,"Yes","No"
"3417","No",30,"White Collar","Single","Tertiary","No",47,"No","Yes"
"3418","No",55,"Blue Collar","Divorced","Tertiary","No",1983,"Yes","No"
"3419","No",34,"Blue Collar","Married","Secondary","No",326,"Yes","Yes"
"3421","No",36,"White Collar","Single","Tertiary","No",1283,"No","No"
"3422","No",65,"Other/Unknown","Married","Primary","No",2179,"Yes","No"
"3423","Yes",39,"White Collar","Married","Tertiary","No",1047,"No","No"
"3424","No",52,"Blue Collar","Married","Primary","No",36,"No","No"
"3425","Yes",55,"Blue Collar","Married","Secondary","Yes",-308,"No","No"
"3426","No",26,"White Collar","Single","Tertiary","No",1177,"No","No"
"3428","No",52,"White Collar","Married","Secondary","No",0,"No","No"
"3429","No",29,"White Collar","Married","Tertiary","No",1,"No","No"
"3431","No",30,"Blue Collar","Single","Tertiary","No",1922,"Yes","No"
"3432","Yes",28,"Other/Unknown","Single","Secondary","No",153,"No","No"
"3433","No",26,"Blue Collar","Married","Secondary","No",2770,"Yes","No"
"3436","No",48,"Blue Collar","Married","Secondary","No",178,"Yes","No"
"3437","No",35,"Blue Collar","Married","Secondary","No",444,"Yes","No"
"3438","No",26,"Blue Collar","Single","Secondary","No",209,"Yes","No"
"3439","No",49,"Blue Collar","Married","Unknown","No",3096,"No","No"
"3441","No",32,"Blue Collar","Married","Secondary","No",4885,"Yes","Yes"
"3442","No",31,"White Collar","Married","Secondary","No",0,"Yes","Yes"
"3443","No",48,"Other/Unknown","Married","Primary","No",5462,"No","No"
"3444","No",40,"Blue Collar","Married","Secondary","No",6767,"Yes","No"
"3445","No",42,"Blue Collar","Divorced","Secondary","No",2974,"Yes","No"
"3446","No",48,"Blue Collar","Married","Secondary","No",427,"No","No"
"3448","No",53,"White Collar","Married","Tertiary","No",146,"No","No"
"3449","No",59,"Other/Unknown","Divorced","Secondary","No",319,"No","No"
"3450","No",28,"Other/Unknown","Single","Secondary","No",304,"No","No"
"3451","No",41,"Blue Collar","Married","Primary","No",389,"Yes","No"
"3452","No",50,"White Collar","Single","Primary","No",766,"No","No"
"3453","No",31,"White Collar","Married","Secondary","No",0,"Yes","No"
"3454","No",30,"Blue Collar","Single","Secondary","No",3107,"Yes","No"
"3455","No",59,"White Collar","Divorced","Secondary","No",174,"Yes","No"
"3456","No",33,"Blue Collar","Divorced","Secondary","Yes",-305,"No","Yes"
"3457","No",35,"White Collar","Married","Secondary","No",670,"No","No"
"3458","No",30,"White Collar","Single","Tertiary","No",6164,"Yes","No"
"3459","Yes",71,"Other/Unknown","Married","Secondary","No",2850,"No","No"
"3460","No",30,"Blue Collar","Single","Primary","No",79,"Yes","No"
"3461","No",24,"Blue Collar","Married","Secondary","Yes",110,"Yes","No"
"3462","No",34,"Blue Collar","Single","Secondary","No",5039,"No","No"
"3465","No",33,"White Collar","Single","Secondary","No",238,"Yes","Yes"
"3466","No",38,"Blue Collar","Married","Secondary","No",5092,"Yes","No"
"3467","No",41,"White Collar","Divorced","Secondary","No",1088,"Yes","No"
"3468","No",42,"White Collar","Divorced","Tertiary","No",221,"Yes","No"
"3469","No",38,"Blue Collar","Divorced","Secondary","No",889,"No","Yes"
"3470","No",48,"Blue Collar","Married","Primary","No",750,"Yes","No"
"3471","No",34,"Blue Collar","Single","Secondary","No",0,"Yes","Yes"
"3473","No",33,"Blue Collar","Married","Secondary","No",1844,"Yes","No"
"3474","No",40,"White Collar","Married","Tertiary","No",89,"Yes","Yes"
"3475","No",36,"White Collar","Married","Secondary","No",4280,"No","No"
"3476","No",32,"Blue Collar","Single","Secondary","No",0,"No","No"
"3477","No",33,"Blue Collar","Married","Secondary","No",625,"Yes","No"
"3478","No",55,"Blue Collar","Married","Unknown","No",574,"Yes","No"
"3479","No",58,"White Collar","Married","Primary","No",320,"Yes","No"
"3480","No",25,"Blue Collar","Single","Tertiary","No",468,"Yes","No"
"3481","No",47,"Blue Collar","Married","Secondary","No",440,"Yes","No"
"3483","No",59,"Other/Unknown","Married","Secondary","No",5706,"Yes","No"
"3486","No",25,"White Collar","Single","Tertiary","No",16874,"Yes","Yes"
"3487","No",58,"Other/Unknown","Married","Primary","No",1987,"No","No"
"3489","No",40,"White Collar","Married","Tertiary","No",642,"No","No"
"3490","No",38,"Blue Collar","Married","Secondary","No",526,"Yes","Yes"
"3491","No",66,"White Collar","Single","Tertiary","No",6483,"No","No"
"3492","Yes",47,"White Collar","Married","Tertiary","No",2306,"No","No"
"3493","No",37,"Blue Collar","Married","Secondary","No",954,"Yes","No"
"3495","No",50,"Blue Collar","Married","Primary","No",-1,"No","No"
"3496","No",76,"Other/Unknown","Married","Primary","No",2590,"No","No"
"3497","No",58,"White Collar","Single","Tertiary","No",331,"No","Yes"
"3498","No",42,"White Collar","Married","Secondary","No",4209,"Yes","No"
"3500","No",28,"White Collar","Single","Tertiary","No",0,"Yes","No"
"3501","No",41,"Blue Collar","Married","Secondary","No",0,"No","No"
"3502","No",30,"White Collar","Married","Tertiary","No",151,"No","No"
"3504","No",27,"Blue Collar","Single","Secondary","No",266,"No","Yes"
"3505","No",48,"White Collar","Married","Tertiary","No",0,"No","No"
"3506","No",36,"Blue Collar","Married","Tertiary","No",491,"Yes","No"
"3507","No",54,"White Collar","Married","Tertiary","No",3,"No","Yes"
"3508","No",36,"Blue Collar","Married","Secondary","No",198,"Yes","No"
"3509","No",52,"Other/Unknown","Married","Secondary","No",14363,"No","No"
"3510","No",34,"Blue Collar","Divorced","Secondary","No",0,"Yes","Yes"
"3511","Yes",43,"Blue Collar","Married","Secondary","No",136,"No","No"
"3512","No",32,"White Collar","Single","Tertiary","No",28,"No","No"
"3513","No",33,"White Collar","Single","Tertiary","No",335,"No","No"
"3514","No",51,"Other/Unknown","Married","Unknown","No",174,"No","No"
"3515","No",39,"Other/Unknown","Married","Secondary","No",270,"Yes","No"
"3516","No",44,"White Collar","Single","Tertiary","No",1206,"No","No"
"3517","No",49,"Other/Unknown","Divorced","Primary","No",198,"Yes","No"
"3518","No",25,"Blue Collar","Married","Tertiary","No",914,"Yes","No"
"3522","No",36,"White Collar","Married","Tertiary","No",860,"Yes","No"
"3523","No",54,"Blue Collar","Married","Secondary","No",89,"Yes","No"
"3525","No",45,"Blue Collar","Married","Secondary","No",0,"No","Yes"
"3526","No",31,"White Collar","Single","Secondary","No",68,"Yes","No"
"3527","No",45,"Blue Collar","Married","Secondary","No",-149,"Yes","No"
"3530","No",43,"Other/Unknown","Single","Tertiary","No",2731,"No","No"
"3532","No",44,"White Collar","Divorced","Tertiary","No",0,"No","No"
"3533","No",42,"Blue Collar","Married","Secondary","No",3620,"Yes","No"
"3534","No",26,"Blue Collar","Single","Secondary","No",179,"No","No"
"3536","No",48,"Blue Collar","Married","Primary","No",199,"No","No"
"3537","No",60,"Blue Collar","Married","Unknown","No",231,"Yes","No"
"3538","No",27,"White Collar","Divorced","Secondary","No",76,"Yes","No"
"3539","Yes",30,"Other/Unknown","Single","Tertiary","No",302,"No","No"
"3540","No",28,"White Collar","Single","Secondary","No",189,"Yes","No"
"3541","Yes",58,"Other/Unknown","Married","Primary","No",565,"No","No"
"3542","No",37,"White Collar","Married","Tertiary","No",310,"No","No"
"3543","No",36,"Blue Collar","Married","Secondary","No",1746,"Yes","No"
"3545","No",52,"Other/Unknown","Married","Primary","No",-110,"No","Yes"
"3546","No",55,"Other/Unknown","Married","Secondary","No",2749,"Yes","Yes"
"3547","No",30,"White Collar","Single","Tertiary","No",6495,"No","No"
"3548","No",36,"Blue Collar","Single","Secondary","No",35,"Yes","No"
"3550","No",47,"Blue Collar","Married","Primary","No",292,"No","Yes"
"3551","No",42,"Other/Unknown","Single","Primary","No",5774,"Yes","No"
"3552","No",42,"White Collar","Married","Secondary","No",2416,"Yes","No"
"3553","No",58,"Other/Unknown","Married","Secondary","No",35,"No","No"
"3554","Yes",68,"Other/Unknown","Married","Secondary","No",19317,"Yes","No"
"3555","No",43,"Blue Collar","Married","Secondary","No",50,"No","No"
"3556","No",44,"Blue Collar","Married","Secondary","No",-674,"Yes","No"
"3557","Yes",49,"Blue Collar","Married","Tertiary","No",3726,"No","No"
"3558","No",57,"Other/Unknown","Married","Tertiary","No",1180,"Yes","Yes"
"3559","Yes",61,"White Collar","Divorced","Tertiary","No",6610,"No","No"
"3560","No",36,"White Collar","Single","Secondary","No",319,"Yes","No"
"3561","No",31,"Blue Collar","Married","Secondary","No",1545,"Yes","Yes"
"3562","No",51,"Blue Collar","Married","Tertiary","No",1315,"No","No"
"3563","No",31,"Blue Collar","Single","Tertiary","No",424,"No","No"
"3564","No",56,"Blue Collar","Married","Primary","No",151,"No","No"
"3565","No",30,"Blue Collar","Single","Tertiary","No",-970,"No","Yes"
"3566","No",38,"Blue Collar","Married","Secondary","No",-762,"Yes","Yes"
"3567","No",35,"Blue Collar","Married","Secondary","No",181,"Yes","No"
"3568","No",31,"Blue Collar","Married","Unknown","No",-120,"Yes","No"
"3569","No",39,"White Collar","Divorced","Secondary","No",1022,"Yes","No"
"3571","No",39,"Blue Collar","Married","Tertiary","No",209,"No","No"
"3572","No",26,"White Collar","Married","Secondary","No",2469,"No","No"
"3573","No",55,"Blue Collar","Married","Secondary","No",0,"No","No"
"3574","No",43,"Blue Collar","Divorced","Primary","No",328,"No","Yes"
"3576","No",51,"White Collar","Married","Primary","No",307,"Yes","Yes"
"3578","No",32,"White Collar","Married","Tertiary","No",0,"No","No"
"3579","No",53,"Blue Collar","Married","Secondary","No",719,"Yes","No"
"3580","No",44,"White Collar","Divorced","Tertiary","No",0,"No","No"
"3581","No",38,"White Collar","Married","Tertiary","No",6704,"Yes","No"
"3582","No",47,"White Collar","Married","Tertiary","No",4543,"Yes","No"
"3583","No",36,"White Collar","Married","Tertiary","No",0,"Yes","No"
"3584","No",30,"White Collar","Single","Tertiary","No",149,"Yes","No"
"3586","No",33,"White Collar","Married","Secondary","No",-118,"Yes","Yes"
"3588","No",38,"White Collar","Married","Tertiary","No",3452,"No","No"
"3591","No",41,"Other/Unknown","Married","Tertiary","No",1666,"No","No"
"3592","No",29,"Blue Collar","Married","Secondary","No",0,"Yes","No"
"3593","No",39,"Blue Collar","Married","Secondary","No",0,"Yes","No"
"3595","No",47,"Blue Collar","Married","Secondary","No",51,"Yes","Yes"
"3596","No",30,"Blue Collar","Single","Secondary","Yes",447,"No","No"
"3597","No",34,"White Collar","Married","Secondary","No",396,"Yes","No"
"3598","No",45,"Other/Unknown","Married","Primary","No",4994,"No","No"
"3599","No",43,"White Collar","Married","Secondary","No",3215,"Yes","No"
"3600","No",59,"Blue Collar","Married","Primary","No",2814,"No","No"
"3601","No",50,"Blue Collar","Married","Secondary","No",0,"No","No"
"3602","No",39,"Blue Collar","Married","Secondary","No",293,"Yes","No"
"3603","No",36,"Blue Collar","Married","Secondary","No",474,"Yes","No"
"3604","No",44,"Blue Collar","Married","Secondary","No",16178,"Yes","No"
"3605","No",36,"Blue Collar","Married","Tertiary","No",0,"No","No"
"3606","No",27,"White Collar","Single","Tertiary","No",88,"No","No"
"3607","No",29,"Blue Collar","Married","Secondary","No",308,"Yes","No"
"3609","No",44,"White Collar","Married","Tertiary","No",13893,"No","No"
"3610","No",55,"White Collar","Married","Tertiary","No",0,"Yes","No"
"3611","No",36,"Blue Collar","Divorced","Secondary","No",-435,"Yes","No"
"3612","No",28,"Blue Collar","Single","Secondary","No",389,"Yes","No"
"3614","No",49,"Blue Collar","Married","Secondary","No",2718,"No","No"
"3615","No",71,"Other/Unknown","Divorced","Tertiary","No",261,"No","No"
"3616","No",31,"White Collar","Single","Secondary","No",757,"No","No"
"3617","No",45,"White Collar","Single","Tertiary","No",16,"No","No"
"3618","No",42,"Blue Collar","Married","Secondary","No",-422,"No","No"
"3619","No",45,"White Collar","Married","Secondary","No",248,"No","No"
"3620","No",47,"Blue Collar","Married","Primary","No",145,"Yes","No"
"3621","No",60,"Other/Unknown","Divorced","Secondary","No",598,"No","Yes"
"3622","No",35,"White Collar","Married","Tertiary","No",949,"Yes","No"
"3623","No",31,"Blue Collar","Single","Tertiary","No",614,"No","No"
"3624","No",33,"Blue Collar","Married","Primary","No",1209,"Yes","No"
"3626","No",51,"Blue Collar","Married","Secondary","No",1840,"Yes","No"
"3628","No",56,"Blue Collar","Married","Secondary","No",-229,"No","Yes"
"3629","No",29,"Blue Collar","Married","Secondary","No",182,"Yes","No"
"3630","No",31,"Blue Collar","Married","Secondary","No",401,"No","No"
"3631","No",44,"Blue Collar","Divorced","Unknown","No",759,"Yes","No"
"3632","No",55,"Other/Unknown","Married","Secondary","No",4194,"No","Yes"
"3633","No",35,"Other/Unknown","Single","Unknown","No",0,"No","No"
"3635","No",54,"Other/Unknown","Married","Secondary","No",153,"Yes","Yes"
"3636","No",32,"White Collar","Married","Tertiary","No",553,"Yes","No"
"3637","No",36,"White Collar","Divorced","Tertiary","No",1057,"No","No"
"3638","No",60,"Other/Unknown","Married","Secondary","No",78,"Yes","No"
"3639","No",32,"Blue Collar","Single","Secondary","No",-28,"No","Yes"
"3640","No",57,"White Collar","Married","Tertiary","No",929,"No","No"
"3641","No",34,"Blue Collar","Married","Primary","No",428,"Yes","No"
"3643","Yes",52,"White Collar","Single","Tertiary","No",83,"No","No"
"3644","No",45,"White Collar","Divorced","Unknown","No",998,"Yes","No"
"3646","No",39,"Blue Collar","Single","Primary","No",6,"Yes","No"
"3647","No",48,"Blue Collar","Single","Secondary","No",312,"Yes","Yes"
"3648","No",36,"White Collar","Single","Secondary","No",0,"No","No"
"3649","No",31,"Blue Collar","Single","Secondary","No",691,"Yes","No"
"3650","No",41,"White Collar","Married","Tertiary","No",771,"Yes","No"
"3651","No",30,"White Collar","Single","Secondary","No",192,"No","No"
"3652","No",57,"Other/Unknown","Married","Tertiary","No",0,"No","No"
"3654","Yes",29,"Blue Collar","Divorced","Secondary","No",84,"Yes","No"
"3656","No",44,"White Collar","Married","Tertiary","No",1242,"Yes","No"
"3658","No",56,"White Collar","Divorced","Secondary","No",3337,"Yes","No"
"3660","No",52,"Blue Collar","Married","Secondary","No",64,"No","No"
"3661","No",32,"White Collar","Single","Secondary","No",249,"Yes","No"
"3662","No",36,"Blue Collar","Single","Secondary","No",0,"No","No"
"3663","No",26,"Blue Collar","Married","Secondary","No",128,"No","No"
"3664","No",37,"Blue Collar","Married","Secondary","No",196,"Yes","No"
"3665","No",34,"Blue Collar","Married","Secondary","No",351,"Yes","No"
"3667","Yes",32,"Blue Collar","Married","Secondary","No",38,"Yes","No"
"3668","No",30,"White Collar","Single","Tertiary","Yes",35,"No","No"
"3669","No",27,"Blue Collar","Single","Secondary","No",235,"Yes","No"
"3671","No",33,"Blue Collar","Single","Primary","No",92,"Yes","No"
"3672","No",37,"Blue Collar","Married","Secondary","No",67,"No","No"
"3673","No",45,"Blue Collar","Married","Secondary","No",4022,"Yes","No"
"3674","Yes",36,"White Collar","Married","Tertiary","No",3057,"No","No"
"3676","No",33,"White Collar","Single","Tertiary","No",349,"No","No"
"3677","No",47,"Blue Collar","Married","Secondary","No",2322,"No","No"
"3678","No",49,"White Collar","Married","Secondary","No",167,"Yes","Yes"
"3679","No",46,"White Collar","Divorced","Secondary","No",558,"No","No"
"3680","No",31,"Blue Collar","Married","Secondary","No",-230,"Yes","Yes"
"3681","No",43,"Other/Unknown","Divorced","Secondary","No",4094,"Yes","No"
"3682","Yes",30,"Blue Collar","Single","Secondary","Yes",239,"Yes","No"
"3684","No",42,"Blue Collar","Married","Secondary","No",179,"Yes","No"
"3686","No",33,"White Collar","Single","Tertiary","No",-67,"Yes","No"
"3687","No",41,"White Collar","Married","Secondary","No",4539,"No","No"
"3688","No",29,"Blue Collar","Single","Secondary","No",770,"Yes","No"
"3689","No",38,"Other/Unknown","Married","Secondary","No",-673,"Yes","No"
"3692","No",38,"White Collar","Single","Tertiary","No",5244,"No","No"
"3693","No",36,"Blue Collar","Divorced","Primary","No",117,"Yes","No"
"3694","No",38,"White Collar","Married","Tertiary","No",846,"No","No"
"3695","No",44,"White Collar","Married","Secondary","Yes",0,"Yes","No"
"3697","No",31,"Blue Collar","Single","Secondary","No",31,"Yes","Yes"
"3699","No",37,"Blue Collar","Married","Primary","No",543,"Yes","No"
"3700","No",50,"Blue Collar","Married","Secondary","No",253,"Yes","Yes"
"3701","No",60,"Other/Unknown","Married","Primary","No",71188,"No","No"
"3703","No",48,"Blue Collar","Married","Secondary","No",1738,"Yes","No"
"3705","No",36,"Blue Collar","Married","Secondary","No",199,"Yes","No"
"3707","No",31,"White Collar","Married","Primary","No",355,"Yes","Yes"
"3708","No",49,"Blue Collar","Single","Secondary","No",-97,"Yes","No"
"3709","No",35,"White Collar","Divorced","Tertiary","No",473,"No","Yes"
"3710","No",44,"White Collar","Married","Secondary","No",6649,"Yes","No"
"3712","No",46,"Blue Collar","Married","Secondary","No",781,"No","No"
"3713","No",49,"Blue Collar","Married","Primary","No",1032,"Yes","No"
"3714","No",32,"Blue Collar","Married","Secondary","No",119,"No","No"
"3716","No",51,"White Collar","Married","Secondary","No",2967,"No","No"
"3717","No",57,"Other/Unknown","Divorced","Secondary","No",-331,"Yes","No"
"3718","No",59,"White Collar","Married","Tertiary","No",1585,"No","No"
"3719","No",40,"Blue Collar","Divorced","Unknown","No",4384,"Yes","No"
"3720","No",49,"White Collar","Single","Tertiary","No",588,"No","No"
"3721","No",51,"White Collar","Married","Secondary","No",3180,"Yes","No"
"3722","No",35,"White Collar","Married","Secondary","Yes",0,"No","Yes"
"3723","No",29,"White Collar","Married","Secondary","No",-76,"Yes","No"
"3724","Yes",32,"Blue Collar","Single","Secondary","No",152,"Yes","No"
"3726","No",49,"Other/Unknown","Married","Primary","No",-384,"Yes","No"
"3727","No",45,"Blue Collar","Married","Unknown","No",473,"Yes","No"
"3728","No",34,"Blue Collar","Single","Secondary","No",475,"Yes","No"
"3729","No",53,"Blue Collar","Married","Secondary","No",0,"No","No"
"3730","No",42,"White Collar","Married","Primary","No",149,"No","No"
"3731","Yes",43,"Blue Collar","Married","Secondary","No",3285,"Yes","No"
"3733","No",34,"Blue Collar","Single","Secondary","No",79,"No","Yes"
"3734","Yes",34,"Blue Collar","Divorced","Tertiary","No",674,"Yes","No"
"3735","Yes",27,"Blue Collar","Married","Secondary","No",0,"Yes","No"
"3736","No",43,"Other/Unknown","Married","Tertiary","No",58,"Yes","No"
"3737","No",41,"Blue Collar","Married","Tertiary","No",532,"Yes","No"
"3738","No",72,"Other/Unknown","Married","Secondary","No",4130,"No","No"
"3739","No",35,"Blue Collar","Married","Primary","No",422,"Yes","No"
"3740","No",41,"White Collar","Married","Tertiary","No",437,"Yes","No"
"3741","Yes",36,"Blue Collar","Divorced","Primary","No",-308,"Yes","No"
"3742","No",51,"Other/Unknown","Married","Primary","No",30,"Yes","No"
"3743","No",37,"White Collar","Married","Tertiary","No",137,"No","No"
"3745","No",26,"White Collar","Single","Secondary","No",321,"Yes","No"
"3746","No",23,"Blue Collar","Single","Secondary","No",250,"Yes","No"
"3748","No",37,"Blue Collar","Married","Secondary","No",140,"Yes","Yes"
"3749","No",35,"White Collar","Married","Tertiary","No",2793,"No","No"
"3750","No",37,"White Collar","Married","Tertiary","No",410,"No","No"
"3753","No",47,"Blue Collar","Married","Secondary","No",0,"Yes","No"
"3754","No",44,"Blue Collar","Married","Secondary","No",878,"Yes","No"
"3755","Yes",36,"White Collar","Single","Tertiary","No",2944,"No","No"
"3758","No",35,"Blue Collar","Single","Tertiary","No",2288,"No","No"
"3759","No",31,"Blue Collar","Married","Secondary","No",472,"Yes","No"
"3760","No",58,"Blue Collar","Married","Primary","No",65,"No","No"
"3761","No",46,"White Collar","Married","Tertiary","No",0,"No","No"
"3762","No",41,"White Collar","Single","Secondary","No",400,"Yes","No"
"3763","No",58,"Blue Collar","Married","Secondary","No",7495,"Yes","No"
"3764","No",33,"Blue Collar","Married","Secondary","No",137,"No","Yes"
"3765","No",31,"Other/Unknown","Married","Secondary","No",24,"Yes","No"
"3767","No",38,"Blue Collar","Single","Secondary","No",311,"Yes","No"
"3768","No",55,"Other/Unknown","Married","Secondary","No",139,"No","No"
"3769","No",47,"White Collar","Single","Tertiary","No",0,"No","No"
"3770","No",51,"Other/Unknown","Married","Primary","No",492,"Yes","No"
"3772","Yes",61,"White Collar","Married","Tertiary","No",997,"No","No"
"3773","No",47,"White Collar","Single","Tertiary","No",440,"No","No"
"3774","No",34,"Blue Collar","Married","Secondary","No",47,"No","No"
"3775","No",34,"Blue Collar","Married","Secondary","No",1298,"Yes","No"
"3777","No",36,"Blue Collar","Divorced","Secondary","No",-11,"No","No"
"3778","No",26,"Blue Collar","Single","Secondary","No",396,"Yes","No"
"3779","Yes",35,"White Collar","Married","Tertiary","No",8,"No","No"
"3780","No",36,"Blue Collar","Married","Secondary","No",1409,"No","No"
"3781","Yes",26,"White Collar","Single","Tertiary","No",170,"No","No"
"3782","No",58,"White Collar","Married","Primary","No",2769,"Yes","No"
"3783","No",50,"Blue Collar","Married","Secondary","No",2320,"Yes","No"
"3784","No",61,"Other/Unknown","Married","Secondary","No",76,"Yes","No"
"3785","No",28,"Blue Collar","Single","Secondary","No",2034,"Yes","No"
"3786","No",49,"Blue Collar","Single","Primary","No",3018,"Yes","No"
"3787","Yes",74,"Other/Unknown","Married","Secondary","No",921,"No","No"
"3788","No",53,"Blue Collar","Married","Secondary","No",483,"Yes","No"
"3789","No",46,"White Collar","Married","Secondary","No",390,"Yes","No"
"3790","Yes",47,"White Collar","Married","Tertiary","No",0,"No","No"
"3791","No",42,"Blue Collar","Single","Primary","No",92,"No","No"
"3792","No",56,"Blue Collar","Married","Secondary","No",22196,"Yes","No"
"3793","No",42,"Blue Collar","Married","Secondary","No",2,"No","No"
"3794","No",49,"Other/Unknown","Married","Primary","No",249,"Yes","No"
"3796","No",39,"Blue Collar","Married","Secondary","No",5731,"Yes","No"
"3797","Yes",66,"Other/Unknown","Married","Primary","No",206,"No","No"
"3799","No",38,"White Collar","Single","Tertiary","No",0,"No","No"
"3801","No",32,"Blue Collar","Married","Secondary","No",3333,"No","No"
"3802","No",48,"Blue Collar","Married","Secondary","No",7020,"No","No"
"3803","No",34,"White Collar","Married","Tertiary","No",37,"No","No"
"3804","No",28,"Other/Unknown","Single","Secondary","No",28,"No","No"
"3805","No",40,"White Collar","Single","Secondary","No",1670,"Yes","No"
"3806","No",36,"White Collar","Married","Secondary","No",134,"No","No"
"3807","No",52,"Other/Unknown","Married","Secondary","No",603,"No","Yes"
"3808","No",46,"White Collar","Married","Primary","No",276,"Yes","Yes"
"3809","No",25,"Blue Collar","Single","Secondary","No",2157,"Yes","No"
"3810","No",52,"Blue Collar","Married","Secondary","No",161,"Yes","No"
"3811","No",40,"Blue Collar","Married","Primary","No",3658,"Yes","No"
"3812","No",26,"White Collar","Divorced","Tertiary","Yes",-402,"No","Yes"
"3813","No",26,"Blue Collar","Single","Primary","No",3342,"Yes","No"
"3814","No",35,"White Collar","Single","Secondary","No",1732,"No","No"
"3815","No",40,"White Collar","Single","Secondary","No",263,"Yes","No"
"3818","Yes",33,"White Collar","Married","Secondary","No",95,"Yes","No"
"3820","Yes",46,"Blue Collar","Divorced","Secondary","No",-824,"Yes","No"
"3821","No",28,"White Collar","Single","Tertiary","No",5549,"No","No"
"3822","No",31,"Blue Collar","Married","Secondary","No",191,"Yes","No"
"3823","No",44,"Blue Collar","Married","Primary","No",420,"Yes","No"
"3824","No",35,"White Collar","Married","Secondary","No",0,"No","No"
"3825","No",50,"Blue Collar","Divorced","Unknown","No",2706,"Yes","No"
"3826","No",32,"Blue Collar","Married","Secondary","Yes",4,"Yes","Yes"
"3827","No",51,"White Collar","Married","Secondary","No",423,"Yes","Yes"
"3828","No",51,"White Collar","Married","Tertiary","No",-892,"Yes","Yes"
"3830","No",41,"White Collar","Divorced","Secondary","No",-365,"Yes","No"
"3831","No",57,"Blue Collar","Married","Tertiary","No",27069,"No","Yes"
"3833","No",47,"Blue Collar","Married","Secondary","No",-938,"Yes","No"
